"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"5900","JOUR","Temporal distribution and periodicity in hawksbill turtles (Eretmochelys imbricata) nesting at Cousin island, Republic of Seychelles, 1971-1997","185","Chelonian Conservation and Biology","1971","1997","1999","['hawksbill turtle, Eretmochelys imbricata, rat, Rattus, dog, Canis familiaris, cat, Felis catus, pig, Sus scrofa, oceanic islands, reptilia, testudine, Chelonia, marine turtles, invasive mammals']","","defaultdict(<class 'list'>, {'U1': ['185']})","Mortimer J., A.; Bresson, R.","3","","","",""
"5901","JOUR","The bryophyte layer in a calcareous grassland after a decade of contrasting mowing regimes","245","Biological Conservation","11","18","2004","['Scleropodium purum, Plagiomnium affine, oak, Quercus, pine, Pinus, tor grass, Brachypodium pinnatum, sloe, Prunus spinosa, calcareous grassland management, mowing regime, cutting regime, bryophtes, mosses, lichens']","","defaultdict(<class 'list'>, {'U1': ['245']})","Vanderpoorten, A.; Delescaille, L.M.; Jacquemart, A.L.","117","","","",""
"5902","JOUR","Testing liana cutting and controlled burning as silvicultural treatments for a logged forest in the eastern Amazon","500","Journal of Applied Ecology","1264","1276","2001","['sucession, reforestation, plant competition, siliculture, liana cutting, prescribed burning, fire, forest management']","","defaultdict(<class 'list'>, {'U1': ['500']})","Gerwing, J.J.","38","","","",""
"5903","JOUR","The conservation management of Imperata cylindrica grassland in Nepal with fire and cutting: an experimental approach","520","Journal of Applied Ecology","374","387","1999","['Imperata cylindrica, terai, Saccharum spontaneum, Vetiveria zizanioides, Desmostachya bipinnata, Schizachyrium brevifolium, tall grassland, grassland management, prescribed burning, fire, cutting']","","defaultdict(<class 'list'>, {'U1': ['520']})","Peet, N.B.; Watkinson, A.R.; Bell, D.J.; Sharma, U.R.","36","","","",""
"5904","JOUR","Temporal patterns in recruitment from the seed bank during drawdowns in a prairie wetland","669","Journal of Applied Ecology","999","1007","1988","['emergents, mud-flat annual, wildfowl management, Marsh Ecology Research Program, MERP,']","","defaultdict(<class 'list'>, {'U1': ['669']})","Welling, C.H.; Pederson, R.L.; Van der Valk, A.G.","25","","","",""
"5905","JOUR","The conservation management of Kirtland's warbler Dendroica kirtlandii","1019","Bird Conservation International","11","22","1996","[""Aves, bird, breeding success, brood parasite, brown-headed cowbird, decoy traps, Dendroica kirtlandii, fledging success, Icteridae, Kirtland's warbler, Molothrus ater, nest parasite, parasitism rate, Parulidae, passerine, reproductive success, trapping, warbler""]","","defaultdict(<class 'list'>, {'U1': ['1019']})","Kepler, C.B.; Irvine, G.W.; DeCapita, M.E.; ,; ,","6","","","",""
"5906","JOUR","The apparent eradication of a locally established introduced marine pest","1128","Biological Invasions","245","253","2000","['Abalone, aquaculture, eradication, management, mollusk, polychaete, sabellid, turban snail, Tegula funebralis, Terebrasabella heterouncinata, marine invasive, red abalone, Haliotis rufescens, top shell snails, Norrisia norrisii, kelp snail mollusca, invasive  invertebrates']","","defaultdict(<class 'list'>, {'U1': ['1128']})","Culver, C.S.; Kuris, A.M.","2","","","",""
"5907","JOUR","Técnicas para la reproducción en cautiverio de Tinamus major fuscipennis (Tinamiformes, Tinamidae), ZooAve, Costa Rica (Techniques for the captive breeding of Tinamus major fuscipennis ZooAve, (Tinamiformes, Tinamidae), Costa Rica)","1169","Zeledonia","20","25","2007","['Tinamiformes, Tinamidae, Aves, bird, captive breeding, Great tinamou, Tinamus major fuscipennis, reproduction, incubation, egg predation, chestnut-mandibled toucan, Ramphastos swainsonii, great crassow, Crax rubra, captive-breeding, translation']","","defaultdict(<class 'list'>, {'U1': ['1169']})","Fournier, L.; Fournier, R.; Janik, D.","11","","","",""
"5908","JOUR","Test of the efficacy of two chemical repellents in the control of Hermann's tortoise nest predation","1175","European Journal of Wildlife Research","745","748","2008","['Nest predation, egg predation, Endangered population, Non-lethal control, Testudo hermanni, Hermannâ€™s tortoise, Testudine, reptilian, reptile, wild boar, Sus scrofa, Schwegler, chemical repellent']","","defaultdict(<class 'list'>, {'U1': ['1175']})","Vilardell, A.; Capalleras, X.; BudÃ³, J.; Molist, F.; Pons, P.","54","","","",""
"5909","JOUR","Test of the efficacy of two chemical repellents in the control of Hermann's tortoise nest predation","1177","European Journal of Wildlife Research","745","748","2008","['Nest predation, egg predation, Endangered population, Non-lethal control, Testudo hermanni, Hermannâ€™s tortoise, Testudine, reptilian, reptile, wild boar, Sus scrofa, Schwegler, chemical repellent, Stop Jabali']","","defaultdict(<class 'list'>, {'U1': ['1177']})","Vilardell, A.; Capalleras, X.; BudÃ³, J.; Molist, F.; Pons, P.","54","","","",""
"5910","JOUR","The British Columbia transplant of sea otters Enhydra lutris","1447","Biological Conservation","291","295","1981","['sea otter, Enhydra lutris, translocations, introductions, establishment, butter clam, Saxidomus giganteus, food availability, sea urchin, Strongylocentrotus, mammals, Mustelidae, abalone, Haliotis kamtschatkana']","","defaultdict(<class 'list'>, {'U1': ['1447']})","Morris, R.; Ellis, D.V.; Emerson, B.P.","20","https://doi.org/10.1016/j.biocon.2007.04.026","","",""
"5911","JOUR","Techniques for reducing soil fertility for nature conservation purposes: a review in relation to research at Roper's Heath, Suffolk, England","1530","Biological Conservation","307","332","1985","['soil fertility, nutrient reduction, habitat restoration, heathland management, straw burning, stubble burning, topsoil stripping, fertiliser addition, crop yield, heather, Calluna vulgaris, spring barley, Hordeum vulgare, rye, Secale cereale']","","defaultdict(<class 'list'>, {'U1': ['1530']})","Marrs, R.H.","34","","","",""
"5912","JOUR","Techniques for reducing soil fertility for nature conservation purposes: a review in relation to research at Roper's Heath, Suffolk, England","1532","Biological Conservation","307","332","1985","['soil fertility, nutrient reduction, habitat restoration, heathland management, straw burning, stubble burning, topsoil stripping, fertiliser addition, crop yield, grazing, inorganic fertilizers']","","defaultdict(<class 'list'>, {'U1': ['1532']})","Marrs, R.H.","34","","","",""
"5913","JOUR","The adaptability of bumblebees to a change in the location of their nest","1581","British Journal of Animal Behaviour","61","65","1955","['Insecta, Hymenoptera, Apoidea, Apiformes, bee, bumblebee, bumble bee, Bombus, nest box, nestbox, nest-box, farmland, agriculture, early bumblebee, Bombus pratorum, translocation, foraging, orientation']","","defaultdict(<class 'list'>, {'U1': ['1581']})","Free, J.B.","3","","","",""
"5914","JOUR","The black-bellied whistling duck in Mexico-from traditional use to sustainable management?","1609","Biological Conservation","123","131","1991","['Black-bellied whistling duck, Dendrocygna autumnalis, Aves, bird, nest basket, nest box, nest-box, nestbox, exploitation, sustainable harvesting, liana, Smilax spinosa, Scheelea liebmannii, coco palm Cocos nucifera, egg predation, opossum, Didelphis, raccoon, Procyon lotor, Anatidae']","","defaultdict(<class 'list'>, {'U1': ['1609']})","Feekes, F.","56","","","",""
"5915","JOUR","Temperature and humidity favorable for colony development of the indoor-reared bumblebee, Bombus ignitus","1701","Applied Entomology and Zoology","419","423","2002","['Insecta, Hymenoptera, Apoidea, Apiformes, pollinator, bee, bumblebee, bombus, nest box, nest-box, nestbox, Bombus ignitus, captive rearing, egg-laying, colony formation, CO2 anaesthetic, hibernation, diapause, pollen, Apis mellifera, temperature, relative humidity']","","defaultdict(<class 'list'>, {'U1': ['1701']})","Yoon, H.J.; Kim, S.E.; Kim, Y.S.","37","","","",""
"5916","JOUR","The clear-felling of sand-dune plantations: soil and vegetational processes in habitat restoration","1747","Biological Conservation","171","183","1993","['Sand dune, restoration, succession, Corsican pine, Pinus nigra, invasive plants, plantations, sand dune management, deforestation, groundsel, ragwort, Senecio, rosebay willow-herb, Chamerion angustifolium, birch, Betula, soil, bryophytes, lichen,']","","defaultdict(<class 'list'>, {'U1': ['1747']})","Sturgess, P.; Atkinson, D.","66","","","",""
"5917","JOUR","The breeding of Abdim's storks at the Audubon Park Zoo","1902","Colonial Waterbirds","251","254","1987","[""Abdim's stork, artificial incubation, Aves, bird, captive breeding, chick diet, chick growth, Ciconia abdimii, Ciconiidae, hand-rearing, hatching success, weight gain, white-bellied stork, zoo""]","","defaultdict(<class 'list'>, {'U1': ['1902']})","Farnell, G.; Shannon, P.W.","10","","","",""
"5918","JOUR","Techniques for studying Maculinea butterflies: I. Rearing Maculinea caterpillars with Myrmica ants in the laboratory","1923","Journal of Insect Conservation","79","84","1998","['Insecta, Lepidoptera, butterfly, Lycaenidae, alcon blue, Maculinea alcon, mountain alcon blue, Maculinea rebeli, Myrmica, Formicidae, ant, Hymenoptera, large blue, Maculinea arion, dusky large blue, Maculinea teleius, scarce large blue, Maculinea nausithous, Gentiana cruciata, Gentiana pneumonanthe, Origanum, thymus, thyme, oregano, gentian, great burnet, Sanguisorba officinalis']","","defaultdict(<class 'list'>, {'U1': ['1923']})","Wardlaw, J.C.; Elmes, G.W.; Thomas, J.A.","2","","","",""
"5919","JOUR","Testing the effectiveness of an aquatic hazing device on waterbirds in the San Francisco Bay estuary of California","2094","Waterbirds","56","63","2000","['greater scaup, lesser scaup, Aythya affinis, Aythya marila, surf scoter, Melanitta perspicillata, Breco Bird Scarer, oil spills, deterrent, Aves, bird, waterbirds, buoy']","","defaultdict(<class 'list'>, {'U1': ['2094']})","Whisson, D.A.; Takekawa, J.Y.","23","","","",""
"5920","JOUR","The addition of artificial macrophytes in an attempt to improve water quality at Barton Broad, Norfolk, England","2217","Conservation Evidence","44","46","2006","['common reed, Phragmites australis, Anglian Water, yellow water lily, Nuphar lutea, pondweed, Potamogeton, water flea, Daphnia, rigid hornwort, Ceratophyllum demersum, blue green algae, Aphanizomenon, artificial macrophyte, water quality, algal bloom, Norfolk Broads']","","defaultdict(<class 'list'>, {'U1': ['2217']})","Kelly, A.","3","","","",""
"5921","JOUR","The addition of artificial macrophytes to provide macroinvertebrate refugia at Alderfen Broad, Norfolk, England","2222","Conservation Evidence","58","60","2006","['reed, Phragmites australis, alder, Alnus glutinosa, plankton, periphyton, perch, Perca fluviatilis, rigid hornwort, Ceratophyllum demersum, water louse, Asellus aquaticus, algae, nitrogen, phosphorus, chironomid, artificial macrophytes, refugia']","","defaultdict(<class 'list'>, {'U1': ['2222']})","Hoare, D.; Jackson, M.J.; Perrow, M.","3","","","",""
"5922","JOUR","Testing hypotheses about management to enhance habitat for feeding birds in a freshwater wetland","2387","Journal of Environmental Management","375","388","2001","['Aves, bird, Japanese Snipe, wetland management, chironomid, oligochaete, benthic invertebrates, water level, hydrology']","","defaultdict(<class 'list'>, {'U1': ['2387']})","Lindegarth, M.; Chapman, M.G.","62","","4","0301-4797",""
"5923","RPRT","The consequences of spatial scale for agri-environment schemes designed to provide winter food resources for birds. BD1616","2455","","","","2005","","","defaultdict(<class 'list'>, {'U1': ['2455']})","Defra,","BD1616","","","BD1616","Defra"
"5924","JOUR","The changing status of the Chalkhill Blue butterfly Polyommatus coridon in the UK: the impacts of conservation policies and environmental factors","2531","Journal of Insect Conservation","629","638","2008","['Abundance trends, Conservation policy, Grazing, Agri-environment schemes, Biodiversity action plans Habitat condition']","","defaultdict(<class 'list'>, {'U1': ['2531']})","Brereton, T.M.; Warren, M.S.; Roy, D.B.; Stewart, K.","12","","6","",""
"5925","JOUR","Testing solutions in grass-dominated landscapes: a review of current research","2539","Ibis","2","163","2004","","","defaultdict(<class 'list'>, {'U1': ['2539']})","Buckingham, D.L.; Atkinson, P.W.; Rook, A.J.","146","","","",""
"5926","JOUR","The conservation and enhancement of bumblebees in intensively farmed landscapes","2553","Aspects of Applied Biology","247","254","2007","","","defaultdict(<class 'list'>, {'U1': ['2553']})","Carvell, C.; Pywell, R.; Meek, W.","81","","81","",""
"5927","JOUR","Testing agri-environment delivery for farmland birds at the farm scale: the Hillesden experiment","2742","Ibis","500","514","2010","","","defaultdict(<class 'list'>, {'U1': ['2742']})","Hinsley, S.A.; Redhead, J.W.; Bellamy, P.E.; Broughton, R.K.; Hill, R.A.; Heard, M.S.; Pywell, R.F.","152","","3","00191019",""
"5928","JOUR","The conservation effects of meadow bird agreements on farmland in Zeeland, The Netherlands, in the period 1989-1995","2802","Biological Conservation","443","451","2004","['Agri-environment schemes']","","defaultdict(<class 'list'>, {'U1': ['2802']})","Kleijn, D.; van Zuijlen, G.J.C.","117","","4","",""
"5929","JOUR","The carabids of conventional and widened field margins","3029","Aspects of Applied Biology","411","416","2000","","","defaultdict(<class 'list'>, {'U1': ['3029']})","Telfer, M.G.; Meek, W.R.; Lambdon, P.; Pywell, R.F.; Sparks, T.H.; Nowakowski, M.","58","","58","",""
"5930","JOUR","The arthropod fauna of undersown grass and cereal fields","3058","Scientific Proceedings of the Royal Dublin Society, Series A","273","283","1978","","","defaultdict(<class 'list'>, {'U1': ['3058']})","Vickerman, G.P.","6","","","",""
"5931","JOUR","Territory distribution and breeding success of skylarks Alauda arvensis on organic and intensive farmland in southern England","3085","Journal of Applied Ecology","1462","1478","1997","['agriculture']","","defaultdict(<class 'list'>, {'U1': ['3085']})","Wilson, J.D.; Evans, J.; Browne, S.J.; King, J.R.","34","","6","0021-8901",""
"5932","JOUR","Techniques for prolonged confinement and transport of small insectivorous passerines","3168","Journal of Field Ornithology","232","236","1994","","","defaultdict(<class 'list'>, {'U1': ['3168']})","Bocetti, C.I.","65","","2","02738570",""
"5933","CHAP","Temporal trends of arthropod diversity in conventional and low-input meadows","3247","Grassland Science in Europe","344","","2005","","Tartu","defaultdict(<class 'list'>, {'U1': ['3247']})","Jeanneret, P.; Aviron, S.; Herzog, F.","10","","","","Estonian Grassland Society"
"5934","JOUR","The combined effects of remnant vegetation and tree planting on farmland birds","3336","Conservation Biology","742","752","2008","","","defaultdict(<class 'list'>, {'U1': ['3336']})","Cunningham, R.B.; Lindenmayer, D.B.; Crane, M.; Michael, D.; MacGregor, C.; Montague-Drake, R.; Fischer, J.","22","","3","0888-8892",""
"5935","JOUR","Techniques for the captive breeding of Tinamus major fuscipennis  ZooAve, (Tinamiformes, Tinamidae), Costa Rica","3403","Zeledonia","20","25","2007","","","defaultdict(<class 'list'>, {'U1': ['3403']})","Fournier, L.; Fournier, R.; Janik, D.","11","","","",""
"5936","JOUR","Territory selection by upland red-winged blackbirds in experimental restoration plots","3480","The Wilson Journal of Ornithology (formerly The Wilson Bulletin)","391","398","2006","","","defaultdict(<class 'list'>, {'U1': ['3480']})","Furey, M.A.; Burhans, D.E.","118","","3","15594491",""
"5937","RPRT","Testing the Effectiveness of an Avian Flight Diverter for Reducing Avian Collisions with Distribution Power Lines in the Sacramento Valley, California: PIER Final Project Report","3593","","","","2008","","","defaultdict(<class 'list'>, {'U1': ['3593']})","Yee, M.L.","","","","","California Energy Commission"
"5938","JOUR","Testing the effects of recreational disturbance on two upland breeding waders","3610","Ibis","45","55","2007","","","defaultdict(<class 'list'>, {'U1': ['3610']})","Pearce-Higgins, J.W.; Finney, S.K.; Yalden, D.W.","149","","","",""
"5939","JOUR","The catastrophic impact of invasive mammalian predators on birds of the UK Overseas Territories: a review and synthesis","3638","Ibis","443","458","2010","","","defaultdict(<class 'list'>, {'U1': ['3638']})","Hilton, G.M.; Cuthbert, R.J.","152","","","",""
"5940","JOUR","Techniques used to increase nesting of Canada geese","3693","The Journal of Wildlife Management","425","428","1952","","","defaultdict(<class 'list'>, {'U1': ['3693']})","Yocom, C.F.","16","","","",""
"5941","JOUR","The abundance of farmland birds within arable fields in relation to seed density","3746","Aspects of Applied Biology","221","228","2002","['cross-over']","","defaultdict(<class 'list'>, {'U1': ['3746']})","Hart, J.D.; Murray, A.W.A.; Milsom, T.P.; Parrott, D.; Allcock, J.; Watola, G.V.; Bishop, J.D.; Robertson, P.A.; Holland, J.M.; Bowyer, A.; Birkett, T.; Begbie, M.","67","","","",""
"5942","JOUR","The abundance of farmland birds within arable fields in relation to seed density","3749","Aspects of Applied Biology","221","228","2002","","","defaultdict(<class 'list'>, {'U1': ['3749']})","Hart, J.D.; Murray, A.W.A.; Milsom, T.P.; Parrott, D.; Allcock, J.; Watola, G.V.; Bishop, J.D.; Robertson, P.A.; Holland, J.M.; Bowyer, A.; Begbie, M.","67","","","",""
"5943","JOUR","The carabid fauna of maize fields under different rotation regimes","3787","Mededelingen van de Faculteit Landbouwwetenschappen Universiteit Gent","493","500","1990","['CAP reform, compulsory greening measures']","","defaultdict(<class 'list'>, {'U1': ['3787']})","Desender, K.; Alderweireldt, M.","55","","","",""
"5944","JOUR","Temperature and egg-laying experience influence breeding performance of captive female houbara bustards","3818","Journal of Avian Biology","63","70","2002","","","defaultdict(<class 'list'>, {'U1': ['3818']})","van Heezik, Y.; Jalme, M.S.; Hemon, S.; Sedddon, P.","33","","","",""
"5945","JOUR","The Appropriateness of Puppet-Rearing Birds for Reintroduction","3836","Conservation Biology","584","591","1999","","","defaultdict(<class 'list'>, {'U1': ['3836']})","Valutis, L.L.; Marzluff, J.M.","13","","","",""
"5946","RPRT","The BTO Barn Owl Monitoring Programme: Final Report 2000-2009. BTO Research Report 577","3851","","","","2011","","","defaultdict(<class 'list'>, {'U1': ['3851']})","Dadam, D.; Barimore, C.J.; Shawyer , C.R.; Leech , D.I.","","","","","British Trust for Ornithology"
"5947","JOUR","The breeding of the kestrel Falco tinnunculus, in the reclaimed area Ootelijk Flevoland","3980","Netherlands Journal of Zoology","313","407","1968","","","defaultdict(<class 'list'>, {'U1': ['3980']})","Cave, A.J.","18","","","",""
"5948","JOUR","Temporal dynamics of the arthropod community in pear orchards intercropped with aromatic plants","4184","Pest Management Science","1107","1114","2011","","","defaultdict(<class 'list'>, {'U1': ['4184']})","Beizhou, S.; Zhang, J.; Jinghui, H.; Hongying, W.; Yun, K.; Yuncong, Y.","67","http://onlinelibrary.wiley.com/doi/10.1002/ps.2156/full","","1526-498X",""
"5949","JOUR","Temporal and compositional differences of arbuscular mycorrhizal fungal communities in conventional monocropping and tree-based intercropping systems","4263","Soil Biology & Biochemistry","172","180","2012","['Gray Brown Luvisol, Sandy-loam soil']","","defaultdict(<class 'list'>, {'U1': ['4263']})","Bainard, L.D.; Koch, A.M.; Gordon, A.M.; Klironomos, J.N.","45","http://dx.doi.org/10.1016/j.soilbio.2011.10.008","","",""
"5950","JOUR","Terbinafine hydrochloride in ethanol effectively clears Batrachochytrium dendrobatidis in amphibians","4818","Journal of Herpetological Medicine and Surgery","26-28","","2010","","","defaultdict(<class 'list'>, {'U1': ['4818']})","Bowerman, J.; Rombough, C.; Weinstock, S.R.; Padgett-Flohr, G.E.","20","http://dx.doi.org/10.5818/1529-9651-20.1.24","","",""
"5951","CONF","The acceptance of 0.2-metre tunnels by amphibians during their migration to the breeding site","4823","Amphibians and Roads: Proceedings of the Toad Tunnel Conference","29-42","","1989","","Rendsburg, Federal Republic of Germany","defaultdict(<class 'list'>, {'U1': ['4823']})","Brehm, K.","","","","",""
"5952","CONF","The behaviour of migrating anurans at a tunnel and fence system","4839","Amphibians and Roads: Proceedings of the Toad Tunnel Conference","137-143","","1989","","Rendsburg, Federal Republic of Germany","defaultdict(<class 'list'>, {'U1': ['4839']})","Buck-Dobrick, T.; Dobrick, R.","","","","",""
"5953","JOUR","Temporal changes in the relative abundance of amphibians relative to riparian buffer width in western Washington, USA","4922","Forest Ecology and Management","67-80","","2012","","","defaultdict(<class 'list'>, {'U1': ['4922']})","Hawkes, V.C.; Gregory, P.T.","274","http://dx.doi.org/10.1016/j.foreco.2012.02.015","","",""
"5954","JOUR","The colonisation by great crested newts (Triturus cristatus) of a water body following treatment with a piscicide to remove a large population of sticklebacks (Gasterosteus aculeatus)","4993","Herpetological Society Bulletin","6-9","","1992","","","defaultdict(<class 'list'>, {'U1': ['4993']})","McLee, A.G.; Scaife, R.W.","42","","","",""
"5955","JOUR","The captive management and breeding of poison-dart frogs, family Dendrobatidae, at Jersey Wildlife Preservation Trust","5047","Dodo","103-114","","1998","","","defaultdict(<class 'list'>, {'U1': ['5047']})","Preece, D.J.","34","","","",""
"5956","JOUR","The Carolina Herp Atlas: an online, citizen-science approach to document amphibian and reptile occurrences","5048","Herpetological Conservation and Biology","287-296","","2011","","","defaultdict(<class 'list'>, {'U1': ['5048']})","Price, S.J.; Dorcas, M.E.","6","http://www.herpconbio.org/volumes.html","","",""
"5957","JOUR","The consequences of ant-attendance to the biological control of the red wax scale insect Ceroplastes rubens by Anicetus beneficus","5275","Journal of Applied Ecology","609","618","1996","","","defaultdict(<class 'list'>, {'U1': ['5275']})","Itioka, T.; Inoue, T.","33","http://www.jstor.org/stable/2404989","3","0021-8901",""
"5958","JOUR","Temporal changes in soil organic carbon contents and δ13C values under long-term maize-wheat rotation systems with various soil and climate conditions","5359","Geoderma","67","73","2012","['Haplic luvisol, Silty, Calcaric Cambisol, Calcaric Regosol, Silty clay, Eutric Cambisol, Clay']","","defaultdict(<class 'list'>, {'U1': ['5359']})","Tang, X.; Ellert, B.H.; Hao, X.; Ma, Y.; Nakonechny, E.; Li, J.","183-184","http://www.sciencedirect.com/science/article/pii/S0016706112001164","","",""
"5959","JOUR","Testing biotic indicator taxa: the sensitivity of insectivorous mammals and their prey to the intensification of lowland agriculture","5431","Journal of Applied Ecology","151","160","2008","","","defaultdict(<class 'list'>, {'U1': ['5431']})","Pocock, M.J.O.; Jennings, N.","45","http://dx.doi.org/10.1111/j.1365-2664.2007.01361.x","1","1365-2664",""
"5960","RPRT","Testing the effectiveness of an experimental bat deterrent at the Maple Ridge Wind farm.","5463","A report submitted to the Bats and Wind Energy Cooperative.","","","2008","","Austin, Texas, USA.","defaultdict(<class 'list'>, {'U1': ['5463']})","Horn, J.W.; Arnett, E.B.; Jensen, M.; Kunz, T.H.","","http://s3.amazonaws.com/windaction/attachments/1190/2008MapleRidgeAcousticBatDeterrent.pdf","","","Bat Conservation International"
"5961","JOUR","The Asian clam Corbicula fluminea in the European freshwater-dependent industry: A latent threat or a friendly enemy?","5543","Ecological Economics","1805","1813","2011","","","defaultdict(<class 'list'>, {'U1': ['5543']})","Rosa,  I.C.; Pereira,  J.L.; Gomes,  J.; Saraiva,  P.M.; Goncalves, F.; Costa, R.","70","","","",""
"5962","JOUR","Ten-year responses of ponderosa pine growth, vigor, and recruitment to restoration treatments in the Bitterroot Mountains, Montana, USA","5664","Forest Ecology and Management","50-60","","2007","","","defaultdict(<class 'list'>, {'U1': ['5664']})","Fajardo, A.; Graham, J.M.; Goodburn, J.M.; Fiedler, C.E.","243","http://www.sciencedirect.com/science/article/pii/S0378112707001302","","0378-1127",""
"5963","JOUR","Ten-year regeneration responses to varying levels of overstory retention in two productive southern British Columbia ecosystems","5770","Forest ecology and management","132-145","","2010","","","defaultdict(<class 'list'>, {'U1': ['5770']})","Newsome, T.A.; Heineman, J.L.; Nemec, A.F.L.; Comeau, P.G.; Arsenault, A.; Waterhouse, M.","260","http://www.sciencedirect.com/science/article/pii/S0378112710002057","","0378-1127",""
"5964","JOUR","The attractiveness of flowering herbaceous plants to bees (Hymenoptera: Apoidea) and hoverflies (Diptera: Syrphidae) in agro-ecosystems of Central Spain","6178","Agricultural and Forest Entomology","20","28","2015","['Attractiveness efficiency']","","defaultdict(<class 'list'>, {'U1': ['6178']})","Barbir, J.; Badenes-Pérez, F.R.; Fernández-Quintanilla, C.; Dorado, J.","17","http://dx.doi.org/10.1111/afe.12076","1","1461-9563",""
"5965","JOUR","Testing the limits of resistance: a 19-year study of Mediterranean grassland response to grazing regimes","6221","Global Change Biology","1939","1950","2015","['cattle grazing']","","defaultdict(<class 'list'>, {'U1': ['6221']})","Sternberg, M.; Golodets, C.; Gutman, M.; Perevolotsky, A.; Ungar, E.D.; Kigel, J.; Henkin, Z.","21","http://onlinelibrary.wiley.com/doi/10.1111/gcb.12866/abstract","5","1365-2486",""
"5966","JOUR","The conservation biology framework of the release of wild-born orphaned chimpanzees into the Conkouati Reserve, Congo","6391","Conservation Biology","1247-1257","","2001","","","defaultdict(<class 'list'>, {'U1': ['6391']})","Tutin, C.E.G.; Ancrenaz, M.; Paredes, J.; Vacher-Vallas, M.; Vidal, C.; Goossens, B.; Bruford, M.W.; Jamart, A.","15","http://dx.doi.org/10.1111/j.1523-1739.2001.00046.x","","",""
"5967","JOUR","The aquarium trade: a potential risk for nonnative plant introductions in Connecticut, USA","6410","Lake and Reservoir Management","200","205","2012","","","defaultdict(<class 'list'>, {'U1': ['6410']})","June-Wells, M.; Vossbrinck, C.R.; Gibbons, J.; Bugbee, G.","28","http://www.tandfonline.com/doi/full/10.1080/07438141.2012.693575","","1040-2381",""
"5968","JOUR","The benefits of mountain gorilla tourism","6421","Gorilla Journal","36","37","2001","","","defaultdict(<class 'list'>, {'U1': ['6421']})","Harcourt, A.H.","22","","","",""
"5969","JOUR","The Changes in Ant Species Distribution During Ten Years Post-Fire Regeneration of a Heath","6423","Journal of Animal Ecology","115-133","","1976","","","defaultdict(<class 'list'>, {'U1': ['6423']})","Brian, M.V.; Mountford, M.D.; Abbott, A.; Vincent, S.","45","http://www.jstor.org/stable/3771","1","00218790, 13652656",""
"5970","JOUR","Testing protocols to restore disturbed Sphagnum-dominated peatlands in the Hudson Bay Lowland","6565","Wetlands","291","299","2013","","","defaultdict(<class 'list'>, {'U1': ['6565']})","Corson, A.; Campbell, D.","33","http://dx.doi.org/10.1007/s13157-013-0383-3","","",""
"5971","JOUR","Techniques for restoring fen vegetation on cut-away peatlands in North America","6577","Applied Vegetation Science","521","528","2008","","","defaultdict(<class 'list'>, {'U1': ['6577']})","Graf, M.D.; Rochefort, L.","11","http://dx.doi.org/10.3170/2008-7-18565","","",""
"5972","JOUR","The conservation breeding of two foot-flagging frog species from Borneo, Staurois parvus and Staurois guttatus","6790","Amphibian & Reptile Conservation","45","56","2012","","","defaultdict(<class 'list'>, {'U1': ['6790']})","Preininger, D.; Weissenbacher, A.; Wampula, T.; Hödl, W.","5","http://www.redlist-arc.org/Article-PDFs/ARC_5(3)_45-56_e51_low_res.pdf","3","",""
"5973","JOUR","Testing tools for eradicating the invasive toad Duttaphrynus melanostictus in Madagascar","6851","Conservation Evidence","12","19","2018","","","defaultdict(<class 'list'>, {'U1': ['6851']})","Reardon, J.T.; Kraus, F.; Moore, M.; Rabenantenaina, L.; Rabinivo, A.; Rakotoarisoa, N.H.; Randrianasolo, H.H.","15","","","",""
"5974","JOUR","The breeding, care and management of vespertilionid bats in the laboratory","6942","Laboratory Animals","171","183","1970","","","defaultdict(<class 'list'>, {'U1': ['6942']})","Racey, P.A.","4","https://journals.sagepub.com/doi/pdf/10.1258/002367770781071635","","",""
"5975","JOUR","The artisanal fishery of the spiny lobster Palinurus elephas in Cabrera National Park, Spain: Comparative study on traditional and modern traps with trammel nets","6975","Fisheries Research","23","32","2016","['Maërl, Maerl']","","defaultdict(<class 'list'>, {'U1': ['6975']})","Amengual-Ramis, J.F.; Vázquez-Archdale, M.; Cánovas-Pérez, C.; Morales-Nin, B.","179","https://linkinghub.elsevier.com/retrieve/pii/S0165783616300224","","01657836",""
"5976","JOUR","The comparative effects of habitat complexity on faunal assemblages of northern temperate artificial and natural reefs","7058","ICES Journal of Marine Science","691","698","2009","","","defaultdict(<class 'list'>, {'U1': ['7058']})","Hunter, W.R.; Sayer, M.D.J.","66","https://academic.oup.com/icesjms/article/66/4/691/604376","4","1095-9289, 1054-3139",""
"5977","JOUR","Testing the resilience of dead maerl infaunal assemblages to the experimental removal and re-lay of habitat","7113","Marine Ecology Progress Series","117","128","2015","['maerl']","","defaultdict(<class 'list'>, {'U1': ['7113']})","Sheehan, E.; Bridger, D.; Cousens, S.; Attrill, M.","535","http://www.int-res.com/abstracts/meps/v535/p117-128/","","0171-8630, 1616-1599",""
